Nc3 c5 d4 cxd4 Qxd4 Nc6 Qh4 Nf6 Nf3 d5 
d4 Nf6 Nf3 e6 c4 d5 Bg5 h6 Bxf6 Qxf6 
d4 Nf6 Nf3 e6 c4 d5 Nc3 Be7 Bf4 O-O 
d4 Nf6 Nf3 e6 c4 d5 Nc3 Be7 Bg5 Nbd7 
d4 Nf6 Nf3 e6 c4 d5 Nc3 Be7 Bg5 h6 
d4 Nf6 Nf3 e6 c4 d5 Nc3 Nbd7 Bg5 Be7 
d4 Nf6 Nf3 e6 c4 d5 Nc3 Nbd7 Bg5 c6 
d4 Nf6 Nf3 e6 c4 d5 Nc3 Nbd7 Qc2 c6 
d4 Nf6 Nf3 e6 c4 d5 Nc3 c5 cxd5 Nxd5 
d4 Nf6 Nf3 e6 c4 d5 Nc3 c6 Bg5 h6 
d4 Nf6 Nf3 e6 c4 d5 Nc3 c6 cxd5 exd5 
d4 Nf6 Nf3 e6 c4 d5 Nc3 dxc4 e4 Bb4 
d4 Nf6 Nf3 e6 c4 d5 g3 c6 Bg2 dxc4 
d4 Nf6 Nf3 e6 e3 b6 Bd3 Bb7 Nbd2 c5 
d4 Nf6 Nf3 e6 e3 b6 Nbd2 Bb7 Be2 Be7 
d4 Nf6 Nf3 e6 e3 c5 Bd3 Nc6 a3 cxd4 
d4 Nf6 Nf3 e6 e3 c5 Bd3 b6 O-O Bb7 
d4 Nf6 Nf3 e6 e3 c5 Bd3 d5 c3 Bd6 
d4 Nf6 Nf3 e6 e3 c5 Bd3 d5 dxc5 Bxc5 
d4 Nf6 Nf3 e6 g3 c5 Bg2 cxd4 O-O a6 
d4 Nf6 Nf3 e6 g3 d5 Bg2 Be7 O-O b5 
d4 Nf6 Nf3 e6 g3 d5 Bg2 Be7 c4 O-O 
d4 Nf6 Nf3 e6 g3 d5 Bg2 b5 Nbd2 Bb7 
d4 Nf6 Nf3 g6 Bf4 Bg7 Nbd2 c5 e3 d6 
d4 Nf6 Nf3 g6 Bf4 Bg7 e3 O-O Be2 d6 
d4 Nf6 Nf3 g6 Bf4 Bg7 e3 O-O Nbd2 c5 
d4 Nf6 Nf3 g6 Bf4 Bg7 e3 O-O h3 d6 
d4 Nf6 Nf3 g6 Bf4 Bg7 e3 d6 Be2 O-O 
d4 Nf6 Nf3 g6 Bf4 Bg7 e3 d6 h3 O-O 
d4 Nf6 Nf3 g6 Bf4 Bg7 e3 d6 h3 c5 
d4 Nf6 Nf3 g6 Bg5 Bg7 Nbd2 O-O c3 d5 
d4 Nf6 Nf3 g6 Bg5 Bg7 Nbd2 O-O e3 d6 
d4 Nf6 Nf3 g6 Bg5 Bg7 Nbd2 O-O e4 d5 
d4 Nf6 Nf3 g6 Bg5 Bg7 Nbd2 c5 e3 Qb6 
d4 Nf6 Nf3 g6 Bg5 Bg7 Nbd2 d6 e3 O-O 
d4 Nf6 Nf3 g6 Bg5 Bg7 Nbd2 d6 e4 h6 
d4 Nf6 Nf3 g6 Nbd2 Bg7 e4 d6 Bd3 O-O 
d4 Nf6 Nf3 g6 Nbd2 d5 e3 Bg7 b4 O-O 
d4 Nf6 Nf3 g6 Nc3 Bg7 e4 d6 Bc4 O-O 
d4 Nf6 Nf3 g6 Nc3 Bg7 e4 d6 Be3 a6 
d4 Nf6 Nf3 g6 Nc3 d5 Bf4 Bg7 e3 c6 
d4 Nf6 Nf3 g6 c4 Bg7 Nc3 O-O e4 d6 
d4 Nf6 Nf3 g6 c4 Bg7 Nc3 d5 Bg5 Ne4 
d4 Nf6 Nf3 g6 c4 Bg7 Nc3 d5 Qb3 dxc4 
d4 Nf6 Nf3 g6 c4 Bg7 Nc3 d5 cxd5 Nxd5 
d4 Nf6 Nf3 g6 c4 Bg7 Nc3 d6 e4 O-O 
d4 Nf6 Nf3 g6 c4 Bg7 g3 O-O Bg2 d5 
d4 Nf6 Nf3 g6 c4 Bg7 g3 O-O Bg2 d6 
d4 Nf6 Nf3 g6 c4 Bg7 g3 b6 Bg2 Bb7 
d4 Nf6 Nf3 g6 c4 Bg7 g3 c5 Bg2 Qa5+ 
d4 Nf6 Nf3 g6 c4 Bg7 g3 c6 Nc3 d5 
d4 Nf6 Nf3 g6 c4 Bg7 g3 d5 Bg2 O-O 
d4 Nf6 Nf3 g6 c4 Bg7 g3 d5 cxd5 Nxd5 
d4 Nf6 Nf3 g6 c4 c5 Nc3 Bg7 d5 d6 
d4 Nf6 Nf3 g6 g3 Bg7 Bg2 O-O O-O d5 
d4 Nf6 Nf3 g6 g3 Bg7 Bg2 O-O O-O d6 
d4 Nf6 Nf3 g6 g3 Bg7 Bg2 O-O c4 d5 
d4 Nf6 Nf3 g6 g3 Bg7 Bg2 d5 O-O O-O 
d4 Nf6 Nf3 g6 g3 Bg7 Bg2 d5 c4 dxc4 
d4 Nf6 Nf3 g6 g3 Bg7 Bg2 d6 O-O O-O 
d4 Nf6 Nf3 g6 g3 Bg7 c4 O-O Bg2 d6 
d4 Nf6 Nf3 g6 g3 c5 Bg2 d6 O-O Nbd7 
d4 Nf6 c4 a6 Nc3 c5 e3 g6 dxc5 Qa5 
d4 Nf6 c4 b6 Nc3 Bb7 Qc2 Nc6 Nf3 e6 
d4 Nf6 c4 b6 Nc3 Bb7 Qc2 d5 cxd5 Nxd5 
d4 Nf6 c4 b6 Nc3 Bb7 Qc2 e6 e4 Bb4 
d4 Nf6 c4 b6 Nc3 Bb7 Qc2 e6 e4 d6 
d4 Nf6 c4 b6 Nc3 Bb7 f3 d5 cxd5 Nxd5 
d4 Nf6 c4 b6 Nf3 Bb7 g3 e5 dxe5 Ng4 
d4 Nf6 c4 c5 Nf3 cxd4 Nxd4 Nc6 Nc3 e6 
d4 Nf6 c4 c5 Nf3 cxd4 Nxd4 b6 Nc3 Bb7 
d4 Nf6 c4 c5 Nf3 g6 Nc3 Bg7 d5 O-O 
d4 Nf6 c4 c5 Nf3 g6 g3 Bg7 Bg2 O-O 
d4 Nf6 c4 c5 d5 a6 Nf3 b5 Nbd2 d6 
d4 Nf6 c4 c5 d5 b5 Bg5 d6 Nd2 Nbd7 
d4 Nf6 c4 c5 d5 b5 Nd2 g6 e4 bxc4 
d4 Nf6 c4 c5 d5 b5 Nf3 g6 cxb5 a6 
d4 Nf6 c4 c5 d5 b5 cxb5 a6 Nc3 axb5 
d4 Nf6 c4 c5 d5 b5 cxb5 a6 b6 d6 
d4 Nf6 c4 c5 d5 b5 cxb5 a6 bxa6 g6 
d4 Nf6 c4 c5 d5 b5 cxb5 a6 e3 g6 
d4 Nf6 c4 c5 d5 d6 Nc3 e5 e4 g6 
d4 Nf6 c4 c5 d5 e5 Nc3 d6 e4 Be7 
d4 Nf6 c4 c5 d5 g6 Nc3 Bg7 e4 O-O 
d4 Nf6 c4 c5 d5 g6 Nc3 Bg7 e4 d6 
d4 Nf6 c4 c6 Nc3 d5 Nf3 e6 Bg5 Nbd7 
d4 Nf6 c4 c6 Nc3 d5 Nf3 e6 Bg5 dxc4 
d4 Nf6 c4 c6 Nc3 d5 Nf3 e6 e3 a6 
d4 Nf6 c4 c6 Nc3 d5 e3 e6 Nf3 Nbd7 
d4 Nf6 c4 c6 Nc3 d6 Nf3 Nbd7 e4 e5 
d4 Nf6 c4 c6 Nc3 e6 Nf3 d5 Bg5 Nbd7 
d4 Nf6 c4 c6 Nf3 d5 Nc3 Ne4 g3 Nxc3 
d4 Nf6 c4 c6 Nf3 d5 Nc3 dxc4 a4 Bf5 
d4 Nf6 c4 c6 Nf3 d5 Nc3 e6 Bg5 Nbd7 
d4 Nf6 c4 c6 Nf3 d5 Nc3 e6 e3 a6 
d4 Nf6 c4 c6 Nf3 d5 Qc2 g6 Bf4 Bg7 
d4 Nf6 c4 c6 Nf3 d5 e3 e6 Bd3 Nbd7 
d4 Nf6 c4 c6 Nf3 d5 e3 e6 Bd3 a6 
d4 Nf6 c4 c6 Nf3 d5 e3 e6 Bd3 dxc4 
d4 Nf6 c4 c6 Nf3 d5 e3 e6 Nc3 Nbd7 
d4 Nf6 c4 c6 Nf3 d5 e3 e6 Nc3 a6 
d4 Nf6 c4 d5 Nc3 e6 Bg5 Be7 e3 O-O 
d4 Nf6 c4 d5 cxd5 Nxd5 e4 Nb6 Nf3 e6 
d4 Nf6 c4 d5 cxd5 Nxd5 e4 Nf6 Bd3 e5 
d4 Nf6 c4 d5 cxd5 Nxd5 e4 Nf6 Nc3 e5 
d4 Nf6 c4 d5 cxd5 Nxd5 e4 Nf6 Nc3 e6 
d4 Nf6 c4 d5 cxd5 Qxd5 Nc3 Qd8 Nf3 e6 
d4 Nf6 c4 d5 cxd5 c6 dxc6 Nxc6 Nf3 Bf5 
d4 Nf6 c4 d6 Nc3 Bf5 g3 c6 Bg2 Nbd7 
d4 Nf6 c4 d6 Nc3 Nbd7 Nf3 e5 g3 c6 
d4 Nf6 c4 d6 Nc3 Nbd7 e4 e5 Nf3 g6 
d4 Nf6 c4 d6 Nc3 e5 Nf3 Nc6 d5 Nb8 
d4 Nf6 c4 d6 Nc3 g6 e4 Bg7 f4 O-O 
d4 Nf6 c4 d6 Nf3 Bf5 Nc3 c6 g3 h6 
d4 Nf6 c4 d6 Nf3 Bg4 Qb3 Qc8 h3 Bf5 
d4 Nf6 c4 d6 Nf3 Nbd7 Nc3 e5 Qc2 c6 
d4 Nf6 c4 d6 Nf3 Nbd7 Nc3 e5 g3 Be7 
d4 Nf6 c4 d6 Nf3 Nbd7 Nc3 e5 g3 g6 
d4 Nf6 c4 d6 Nf3 g6 Nc3 Bf5 d5 Bg7 
d4 Nf6 c4 d6 Nf3 g6 g3 Bg7 Bg2 O-O 
d4 Nf6 c4 e5 dxe5 Ne4 Nd2 Nc5 Ngf3 Nc6 
d4 Nf6 c4 e5 dxe5 Ng4 Bf4 Bb4+ Nd2 Nc6 
d4 Nf6 c4 e5 dxe5 Ng4 Bf4 Nc6 Nf3 Bb4+ 
d4 Nf6 c4 e5 dxe5 Ng4 Nf3 Bc5 e3 Nc6 
d4 Nf6 c4 e5 dxe5 Ng4 Nf3 Nc6 Bf4 Bb4+ 
d4 Nf6 c4 e5 dxe5 Ng4 Nf3 Nc6 e3 Bb4+ 
d4 Nf6 c4 e5 dxe5 Ng4 e4 Nxe5 f4 Nec6 
d4 Nf6 c4 e5 dxe5 Ng4 e4 Nxe5 f4 Ng6 
d4 Nf6 c4 e5 dxe5 Ng4 e4 h5 Nh3 Nc6 
d4 Nf6 c4 e5 e3 Bb4+ Nc3 exd4 exd4 O-O 
d4 Nf6 c4 e6 Nc3 Bb4 Bd2 O-O Qc2 b6 
d4 Nf6 c4 e6 Nc3 Bb4 Bd2 O-O e3 d5 
d4 Nf6 c4 e6 Nc3 Bb4 Bg5 c5 d5 Bxc3+ 
d4 Nf6 c4 e6 Nc3 Bb4 Bg5 c5 d5 d6 
d4 Nf6 c4 e6 Nc3 Bb4 Bg5 h6 Bh4 b6 
d4 Nf6 c4 e6 Nc3 Bb4 Bg5 h6 Bxf6 Qxf6 
d4 Nf6 c4 e6 Nc3 Bb4 Nf3 Bxc3+ bxc3 d6 
d4 Nf6 c4 e6 Nc3 Bb4 Nf3 Ne4 Qc2 d5 
d4 Nf6 c4 e6 Nc3 Bb4 Nf3 O-O Bg5 h6 
d4 Nf6 c4 e6 Nc3 Bb4 Nf3 b6 Bg5 Bb7 
d4 Nf6 c4 e6 Nc3 Bb4 Nf3 b6 Bg5 h6 
d4 Nf6 c4 e6 Nc3 Bb4 Nf3 b6 g3 Ba6 
d4 Nf6 c4 e6 Nc3 Bb4 Nf3 b6 g3 Bb7 
d4 Nf6 c4 e6 Nc3 Bb4 Nf3 c5 g3 Nc6 
d4 Nf6 c4 e6 Nc3 Bb4 Nf3 c5 g3 O-O 
d4 Nf6 c4 e6 Nc3 Bb4 Nf3 c5 g3 cxd4 
d4 Nf6 c4 e6 Nc3 Bb4 Qb3 Nc6 Nf3 Ne4 
d4 Nf6 c4 e6 Nc3 Bb4 Qb3 Nc6 Nf3 O-O 
d4 Nf6 c4 e6 Nc3 Bb4 Qb3 Qe7 Nf3 b6 
d4 Nf6 c4 e6 Nc3 Bb4 Qb3 Qe7 a3 Bxc3+ 
d4 Nf6 c4 e6 Nc3 Bb4 Qb3 c5 dxc5 Bxc5 
d4 Nf6 c4 e6 Nc3 Bb4 Qb3 c5 dxc5 Na6 
d4 Nf6 c4 e6 Nc3 Bb4 Qb3 c5 dxc5 Nc6 
d4 Nf6 c4 e6 Nc3 Bb4 Qb3 c5 e3 O-O 
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 Bxc3+ Qxc3 d6 
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 Nc6 Nf3 O-O 
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 Nc6 Nf3 d6 
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 Nc6 e3 e5 
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 O-O Bg5 h6 
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 O-O Nf3 c5 
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 O-O a3 Bxc3+ 
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 O-O e4 d5 
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 b6 e4 Bb7 
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 c5 a3 cxd4 
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 c5 dxc5 Bxc5 
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 c5 dxc5 Na6 
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 c5 dxc5 O-O 
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 c5 e3 Nc6 
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d5 Nf3 c5 
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d5 a3 Bxc3+ 
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d5 cxd5 Qxd5 
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d5 cxd5 exd5 
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d5 e3 c5 
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d6 Bg5 Nbd7 
d4 Nf6 c4 e6 Nc3 Bb4 a3 Bxc3+ bxc3 Ne4 
d4 Nf6 c4 e6 Nc3 Bb4 a3 Bxc3+ bxc3 b6 
d4 Nf6 c4 e6 Nc3 Bb4 a3 Bxc3+ bxc3 c5 
d4 Nf6 c4 e6 Nc3 Bb4 a3 Bxc3+ bxc3 d5 
d4 Nf6 c4 e6 Nc3 Bb4 a3 O-O Qc2 Bxc3+ 
d4 Nf6 c4 e6 Nc3 Bb4 e3 Bxc3+ bxc3 d6 
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd2 d5 
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 c5 
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Ne2 d5 
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Nf3 b6 
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Nf3 c5 
d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Bd3 Bb7 
d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Ne2 Ba6 
d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Ne2 Bb7 
d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Nf3 Ne4 
d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Qf3 Nc6 
d4 Nf6 c4 e6 Nc3 Bb4 e3 c5 Bd3 Nc6 
d4 Nf6 c4 e6 Nc3 Bb4 e3 c5 Bd3 d5 
d4 Nf6 c4 e6 Nc3 Bb4 e3 c5 Ne2 cxd4 
d4 Nf6 c4 e6 Nc3 Bb4 e3 d5 Nf3 O-O 
d4 Nf6 c4 e6 Nc3 Bb4 f3 Nc6 Bg5 d5 
d4 Nf6 c4 e6 Nc3 Bb4 f3 c5 a3 Bxc3+ 
d4 Nf6 c4 e6 Nc3 Bb4 f3 c5 d5 Bxc3+ 
d4 Nf6 c4 e6 Nc3 Bb4 f3 c5 d5 Nh5 
d4 Nf6 c4 e6 Nc3 Bb4 f3 d5 a3 Be7 
d4 Nf6 c4 e6 Nc3 Bb4 f3 d5 a3 Bxc3+ 
d4 Nf6 c4 e6 Nc3 Bb4 g3 O-O Bg2 d5 
d4 Nf6 c4 e6 Nc3 Bb4 g3 c5 d5 Ne4 
d4 Nf6 c4 e6 Nc3 Bb4 g3 d5 Bg2 O-O 
d4 Nf6 c4 e6 Nc3 b6 Qc2 Bb7 e4 Bb4 
d4 Nf6 c4 e6 Nc3 b6 e4 d6 Bd3 Bb7 
d4 Nf6 c4 e6 Nc3 c5 d5 exd5 cxd5 Bd6 
d4 Nf6 c4 e6 Nc3 c5 d5 exd5 cxd5 d6 
d4 Nf6 c4 e6 Nc3 c6 e4 Bb4 Bd3 d5 
d4 Nf6 c4 e6 Nc3 d5 Bg5 Be7 Nf3 Nbd7 
d4 Nf6 c4 e6 Nc3 d5 Bg5 Be7 Nf3 O-O 
d4 Nf6 c4 e6 Nc3 d5 Bg5 Be7 Nf3 c5 
d4 Nf6 c4 e6 Nc3 d5 Bg5 Be7 e3 Nbd7 
d4 Nf6 c4 e6 Nc3 d5 Bg5 Be7 e3 Ne4 
d4 Nf6 c4 e6 Nc3 d5 Bg5 Be7 e3 O-O 
d4 Nf6 c4 e6 Nc3 d5 Bg5 Be7 e3 b6 
d4 Nf6 c4 e6 Nc3 d5 Bg5 Be7 e3 h6 
d4 Nf6 c4 e6 Nc3 d5 Bg5 Nbd7 Nf3 Be7 
d4 Nf6 c4 e6 Nc3 d5 Bg5 Nbd7 Nf3 c6 
d4 Nf6 c4 e6 Nc3 d5 Bg5 Nbd7 cxd5 exd5 
d4 Nf6 c4 e6 Nc3 d5 Bg5 Nbd7 e3 Be7 
d4 Nf6 c4 e6 Nc3 d5 Bg5 Nbd7 e3 c6 
d4 Nf6 c4 e6 Nc3 d5 Bg5 c6 e3 Nbd7 
d4 Nf6 c4 e6 Nc3 d5 Bg5 c6 e3 Qa5 
d4 Nf6 c4 e6 Nc3 d5 Nf3 Be7 Bf4 O-O 
d4 Nf6 c4 e6 Nc3 d5 Nf3 Be7 Bg5 h6 
d4 Nf6 c4 e6 Nc3 d5 Nf3 Nbd7 Bg5 Bb4 
d4 Nf6 c4 e6 Nc3 d5 Nf3 Nbd7 Bg5 Be7 
d4 Nf6 c4 e6 Nc3 d5 Nf3 Nbd7 cxd5 exd5 
d4 Nf6 c4 e6 Nc3 d5 Nf3 c6 e3 Bb4 
d4 Nf6 c4 e6 Nc3 d5 cxd5 exd5 Bg5 Be7 
d4 Nf6 c4 e6 Nc3 d5 cxd5 exd5 Bg5 Bf5 
d4 Nf6 c4 e6 Nc3 d5 cxd5 exd5 Bg5 c6 
d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Bxd2+ Qxd2 O-O 
d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Bxd2+ Qxd2 d5 
d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Qe7 a3 Bxd2+ 
d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Qe7 e3 b6 
d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Qe7 g3 Nc6 
d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 a5 Nc3 b6 
d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 a5 g3 b6 
d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 a5 g3 d5 
d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 c5 Bxb4 cxb4 
d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 c5 dxc5 Bxc5 
d4 Nf6 c4 e6 Nf3 Bb4+ Nbd2 O-O Qc2 d5 
d4 Nf6 c4 e6 Nf3 Bb4+ Nbd2 O-O a3 Be7 
d4 Nf6 c4 e6 Nf3 Bb4+ Nbd2 O-O e3 Bxd2+ 
d4 Nf6 c4 e6 Nf3 Bb4+ Nbd2 O-O e3 b6 
d4 Nf6 c4 e6 Nf3 Bb4+ Nbd2 a5 e3 d6 
d4 Nf6 c4 e6 Nf3 Bb4+ Nbd2 b6 a3 Bxd2+ 
d4 Nf6 c4 e6 Nf3 Bb4+ Nbd2 b6 g3 Bb7 
d4 Nf6 c4 e6 Nf3 Bb4+ Nbd2 c5 a3 Bxd2+ 
d4 Nf6 c4 e6 Nf3 Bb4+ Nc3 O-O Bg5 c5 
d4 Nf6 c4 e6 Nf3 Ne4 Nbd2 f5 Qc2 d5 
d4 Nf6 c4 e6 Nf3 Ne4 Nfd2 Bb4 Qc2 d5 
d4 Nf6 c4 e6 Nf3 b6 Bg5 h6 Bh4 Be7 
d4 Nf6 c4 e6 Nf3 b6 Nc3 Bb4 Bg5 Bb7 
d4 Nf6 c4 e6 Nf3 b6 Nc3 Bb4 Bg5 h6 
d4 Nf6 c4 e6 Nf3 b6 Nc3 Bb4 Qb3 c5 
d4 Nf6 c4 e6 Nf3 b6 Nc3 Bb4 Qc2 Bb7 
d4 Nf6 c4 e6 Nf3 b6 Nc3 Bb7 Bg5 Be7 
d4 Nf6 c4 e6 Nf3 b6 Nc3 Bb7 a3 Ne4 
d4 Nf6 c4 e6 Nf3 b6 Nc3 Bb7 a3 d5 
d4 Nf6 c4 e6 Nf3 b6 Nc3 Bb7 e3 Bb4 
d4 Nf6 c4 e6 Nf3 b6 Nc3 Bb7 g3 Bb4 
d4 Nf6 c4 e6 Nf3 b6 a3 Ba6 Qc2 Bb7 
d4 Nf6 c4 e6 Nf3 b6 a3 Ba6 Qc2 c5 
d4 Nf6 c4 e6 Nf3 b6 a3 Ba6 e3 Be7 
d4 Nf6 c4 e6 Nf3 b6 a3 Bb7 Nc3 d5 
d4 Nf6 c4 e6 Nf3 b6 a3 d5 Nc3 Bb7 
d4 Nf6 c4 e6 Nf3 b6 e3 Bb4+ Nbd2 Bb7 
d4 Nf6 c4 e6 Nf3 b6 e3 Bb7 Bd3 Bb4+ 
d4 Nf6 c4 e6 Nf3 b6 e3 Bb7 Bd3 d5 
d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 Nbd2 Bb4 
d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 Nbd2 Bb7 
d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 Nbd2 d5 
d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 Qa4 Bb7 
d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 Qa4 Be7 
d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 Qa4 c5 
d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 Qb3 Nc6 
d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 Qb3 c6 
d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 Qb3 d5 
d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 Qc2 Bb4+ 
d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 Qc2 Bb7 
d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 Qc2 c5 
d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 b3 Bb4+ 
d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 b3 Bb7 
d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 b3 b5 
d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 b3 d5 
d4 Nf6 c4 e6 Nf3 b6 g3 Bb4+ Bd2 Be7 
d4 Nf6 c4 e6 Nf3 b6 g3 Bb4+ Bd2 a5 
d4 Nf6 c4 e6 Nf3 b6 g3 Bb4+ Nbd2 Bb7 
d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Bb4+ 
d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Be7 
d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 c5 
d4 Nf6 c4 e6 Nf3 b6 g3 Be7 Bg2 Bb7 
d4 Nf6 c4 e6 Nf3 c5 Nc3 cxd4 Nxd4 Bb4 
d4 Nf6 c4 e6 Nf3 c5 Nc3 cxd4 Nxd4 a6 
d4 Nf6 c4 e6 Nf3 c5 d5 d6 Nc3 exd5 
d4 Nf6 c4 e6 Nf3 c5 d5 d6 Nc3 g6 
d4 Nf6 c4 e6 Nf3 c5 d5 d6 dxe6 fxe6 
d4 Nf6 c4 e6 Nf3 c5 d5 exd5 cxd5 d6 
d4 Nf6 c4 e6 Nf3 c5 dxc5 Bxc5 e3 O-O 
d4 Nf6 c4 e6 Nf3 c5 e3 cxd4 exd4 d5 
d4 Nf6 c4 e6 Nf3 c5 g3 cxd4 Nxd4 Qc7 
d4 Nf6 c4 e6 Nf3 c6 Nc3 d5 e3 Nbd7 
d4 Nf6 c4 e6 Nf3 d5 Bg5 Be7 Nc3 h6 
d4 Nf6 c4 e6 Nf3 d5 Bg5 Be7 e3 Nbd7 
d4 Nf6 c4 e6 Nf3 d5 Bg5 Nbd7 e3 Be7 
d4 Nf6 c4 e6 Nf3 d5 Bg5 Nbd7 e3 c6 
d4 Nf6 c4 e6 Nf3 d5 Bg5 c6 Nbd2 Nbd7 
d4 Nf6 c4 e6 Nf3 d5 Nc3 Bb4 Bg5 Nbd7 
d4 Nf6 c4 e6 Nf3 d5 Nc3 Bb4 Bg5 h6 
d4 Nf6 c4 e6 Nf3 d5 Nc3 Bb4 Qa4+ Nc6 
d4 Nf6 c4 e6 Nf3 d5 Nc3 Bb4 cxd5 exd5 
d4 Nf6 c4 e6 Nf3 d5 Nc3 Bb4 e3 O-O 
d4 Nf6 c4 e6 Nf3 d5 Nc3 Be7 Bf4 O-O 
d4 Nf6 c4 e6 Nf3 d5 Nc3 Be7 Bf4 c5 
d4 Nf6 c4 e6 Nf3 d5 Nc3 Be7 Bg5 Nbd7 
d4 Nf6 c4 e6 Nf3 d5 Nc3 Be7 Bg5 O-O 
d4 Nf6 c4 e6 Nf3 d5 Nc3 Be7 Bg5 h6 
d4 Nf6 c4 e6 Nf3 d5 Nc3 Be7 Qc2 dxc4 
d4 Nf6 c4 e6 Nf3 d5 Nc3 Be7 e3 O-O 
d4 Nf6 c4 e6 Nf3 d5 Nc3 Nbd7 Bf4 dxc4 
d4 Nf6 c4 e6 Nf3 d5 Nc3 Nbd7 Bg5 Bb4 
d4 Nf6 c4 e6 Nf3 d5 Nc3 Nbd7 Bg5 Be7 
d4 Nf6 c4 e6 Nf3 d5 Nc3 Nbd7 Bg5 c6 
d4 Nf6 c4 e6 Nf3 d5 Nc3 Nbd7 cxd5 exd5 
d4 Nf6 c4 e6 Nf3 d5 Nc3 Nbd7 e3 a6 
d4 Nf6 c4 e6 Nf3 d5 Nc3 c5 cxd5 Nxd5 
d4 Nf6 c4 e6 Nf3 d5 Nc3 c5 e3 Be7 
d4 Nf6 c4 e6 Nf3 d5 Nc3 c5 e3 Nc6 
d4 Nf6 c4 e6 Nf3 d5 Nc3 c6 Bg5 Nbd7 
d4 Nf6 c4 e6 Nf3 d5 Nc3 c6 Bg5 dxc4 
d4 Nf6 c4 e6 Nf3 d5 Nc3 c6 Bg5 h6 
d4 Nf6 c4 e6 Nf3 d5 Nc3 c6 Qb3 Be7 
d4 Nf6 c4 e6 Nf3 d5 Nc3 c6 e3 Nbd7 
d4 Nf6 c4 e6 Nf3 d5 Nc3 dxc4 Bg5 Bb4 
d4 Nf6 c4 e6 Nf3 d5 Nc3 dxc4 Qa4+ c6 
d4 Nf6 c4 e6 Nf3 d5 Nc3 dxc4 e3 a6 
d4 Nf6 c4 e6 Nf3 d5 Nc3 dxc4 e4 Bb4 
